"Statistic Label","Month","Local Electoral Area","Age Group","UNIT","VALUE"
"Primary Course Completed","2021 February","Manorhamilton, Leitrim","5 - 11 years","%",""
"Primary Course Completed","2021 February","Manorhamilton, Leitrim","12 years and over","%","5.7"
"Primary Course Completed","2021 February","Ballinamore, Leitrim","5 - 11 years","%",""
"Primary Course Completed","2021 February","Ballinamore, Leitrim","12 years and over","%","5.9"
"Primary Course Completed","2021 February","Carrick-On-Shannon, Leitrim","5 - 11 years","%",""
"Primary Course Completed","2021 February","Carrick-On-Shannon, Leitrim","12 years and over","%","5.6"
"Primary Course Completed","2021 February","Newcastle West, Limerick","5 - 11 years","%",""
"Primary Course Completed","2021 February","Newcastle West, Limerick","12 years and over","%","5.4"
"Primary Course Completed","2021 February","Adare-Rathkeale, Limerick","5 - 11 years","%",""
"Primary Course Completed","2021 February","Adare-Rathkeale, Limerick","12 years and over","%","5.1"
"Primary Course Completed","2021 February","Cappamore-Kilmallock, Limerick","5 - 11 years","%",""
"Primary Course Completed","2021 February","Cappamore-Kilmallock, Limerick","12 years and over","%","5"
"Primary Course Completed","2021 February","Limerick City West, Limerick","5 - 11 years","%",""
"Primary Course Completed","2021 February","Limerick City West, Limerick","12 years and over","%","5.1"
"Primary Course Completed","2021 February","Limerick City North, Limerick","5 - 11 years","%",""
"Primary Course Completed","2021 February","Limerick City North, Limerick","12 years and over","%","3.3"
"Primary Course Completed","2021 February","Limerick City East, Limerick","5 - 11 years","%",""
"Primary Course Completed","2021 February","Limerick City East, Limerick","12 years and over","%","3.6"
"Primary Course Completed","2021 February","Granard, Longford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Granard, Longford","12 years and over","%","5.1"
"Primary Course Completed","2021 February","Ballymahon, Longford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Ballymahon, Longford","12 years and over","%","5"
"Primary Course Completed","2021 February","Longford, Longford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Longford, Longford","12 years and over","%","4.6"
"Primary Course Completed","2021 February","Dundalk-Carlingford, Louth","5 - 11 years","%",""
"Primary Course Completed","2021 February","Dundalk-Carlingford, Louth","12 years and over","%","2.9"
"Primary Course Completed","2021 February","Dundalk South, Louth","5 - 11 years","%",""
"Primary Course Completed","2021 February","Dundalk South, Louth","12 years and over","%","3"
"Primary Course Completed","2021 February","Ardee, Louth","5 - 11 years","%",""
"Primary Course Completed","2021 February","Ardee, Louth","12 years and over","%","4.4"
"Primary Course Completed","2021 February","Drogheda Rural, Louth","5 - 11 years","%",""
"Primary Course Completed","2021 February","Drogheda Rural, Louth","12 years and over","%","4.1"
"Primary Course Completed","2021 February","Drogheda Urban, Louth","5 - 11 years","%",""
"Primary Course Completed","2021 February","Drogheda Urban, Louth","12 years and over","%","4.1"
"Primary Course Completed","2021 February","Ballina, Mayo","5 - 11 years","%",""
"Primary Course Completed","2021 February","Ballina, Mayo","12 years and over","%","3.7"
"Primary Course Completed","2021 February","Claremorris, Mayo","5 - 11 years","%",""
"Primary Course Completed","2021 February","Claremorris, Mayo","12 years and over","%","5"
"Primary Course Completed","2021 February","Castlebar, Mayo","5 - 11 years","%",""
"Primary Course Completed","2021 February","Castlebar, Mayo","12 years and over","%","5.8"
"Primary Course Completed","2021 February","Belmullet, Mayo","5 - 11 years","%",""
"Primary Course Completed","2021 February","Belmullet, Mayo","12 years and over","%","7"
"Primary Course Completed","2021 February","Westport, Mayo","5 - 11 years","%",""
"Primary Course Completed","2021 February","Westport, Mayo","12 years and over","%","3.5"
"Primary Course Completed","2021 February","Swinford, Mayo","5 - 11 years","%",""
"Primary Course Completed","2021 February","Swinford, Mayo","12 years and over","%","5.5"
"Primary Course Completed","2021 February","Kells, Meath","5 - 11 years","%",""
"Primary Course Completed","2021 February","Kells, Meath","12 years and over","%","4.2"
"Primary Course Completed","2021 February","Laytown-Bettystown, Meath","5 - 11 years","%",""
"Primary Course Completed","2021 February","Laytown-Bettystown, Meath","12 years and over","%","3.8"
"Primary Course Completed","2021 February","Ashbourne, Meath","5 - 11 years","%",""
"Primary Course Completed","2021 February","Ashbourne, Meath","12 years and over","%","3.4"
"Primary Course Completed","2021 February","Ratoath, Meath","5 - 11 years","%",""
"Primary Course Completed","2021 February","Ratoath, Meath","12 years and over","%","3.8"
"Primary Course Completed","2021 February","Trim, Meath","5 - 11 years","%",""
"Primary Course Completed","2021 February","Trim, Meath","12 years and over","%","4.1"
"Primary Course Completed","2021 February","Navan, Meath","5 - 11 years","%",""
"Primary Course Completed","2021 February","Navan, Meath","12 years and over","%","3.6"
"Primary Course Completed","2021 February","Monaghan, Monaghan","5 - 11 years","%",""
"Primary Course Completed","2021 February","Monaghan, Monaghan","12 years and over","%","3.3"
"Primary Course Completed","2021 February","Carrickmacross-Castleblayney, Monaghan","5 - 11 years","%",""
"Primary Course Completed","2021 February","Carrickmacross-Castleblayney, Monaghan","12 years and over","%","4.1"
"Primary Course Completed","2021 February","Ballybay-Clones, Monaghan","5 - 11 years","%",""
"Primary Course Completed","2021 February","Ballybay-Clones, Monaghan","12 years and over","%","4.5"
"Primary Course Completed","2021 February","Birr, Offaly","5 - 11 years","%",""
"Primary Course Completed","2021 February","Birr, Offaly","12 years and over","%","6.1"
"Primary Course Completed","2021 February","Tullamore, Offaly","5 - 11 years","%",""
"Primary Course Completed","2021 February","Tullamore, Offaly","12 years and over","%","6.1"
"Primary Course Completed","2021 February","Edenderry, Offaly","5 - 11 years","%",""
"Primary Course Completed","2021 February","Edenderry, Offaly","12 years and over","%","4.4"
"Primary Course Completed","2021 February","Boyle, Roscommon","5 - 11 years","%",""
"Primary Course Completed","2021 February","Boyle, Roscommon","12 years and over","%","5.8"
"Primary Course Completed","2021 February","Roscommon, Roscommon","5 - 11 years","%",""
"Primary Course Completed","2021 February","Roscommon, Roscommon","12 years and over","%","7.5"
"Primary Course Completed","2021 February","Athlone, Roscommon","5 - 11 years","%",""
"Primary Course Completed","2021 February","Athlone, Roscommon","12 years and over","%","3.8"
"Primary Course Completed","2021 February","Ballymote-Tobercurry, Sligo","5 - 11 years","%",""
"Primary Course Completed","2021 February","Ballymote-Tobercurry, Sligo","12 years and over","%","5.5"
"Primary Course Completed","2021 February","Sligo-Drumcliff, Sligo","5 - 11 years","%",""
"Primary Course Completed","2021 February","Sligo-Drumcliff, Sligo","12 years and over","%","5.3"
"Primary Course Completed","2021 February","Sligo-Strandhill, Sligo","5 - 11 years","%",""
"Primary Course Completed","2021 February","Sligo-Strandhill, Sligo","12 years and over","%","5.3"
"Primary Course Completed","2021 February","Cavan-Belturbet, Cavan","5 - 11 years","%",""
"Primary Course Completed","2021 February","Cavan-Belturbet, Cavan","12 years and over","%","5.2"
"Primary Course Completed","2021 February","Bailieborough-Cootehill, Cavan","5 - 11 years","%",""
"Primary Course Completed","2021 February","Bailieborough-Cootehill, Cavan","12 years and over","%","4.1"
"Primary Course Completed","2021 February","Ballyjamesduff, Cavan","5 - 11 years","%",""
"Primary Course Completed","2021 February","Ballyjamesduff, Cavan","12 years and over","%","4.5"
"Primary Course Completed","2021 February","Nenagh, Tipperary","5 - 11 years","%",""
"Primary Course Completed","2021 February","Nenagh, Tipperary","12 years and over","%","4.3"
"Primary Course Completed","2021 February","Roscrea-Templemore, Tipperary","5 - 11 years","%",""
"Primary Course Completed","2021 February","Roscrea-Templemore, Tipperary","12 years and over","%","4.3"
"Primary Course Completed","2021 February","Carrick-On-Suir, Tipperary","5 - 11 years","%",""
"Primary Course Completed","2021 February","Carrick-On-Suir, Tipperary","12 years and over","%","5.5"
"Primary Course Completed","2021 February","Clonmel, Tipperary","5 - 11 years","%",""
"Primary Course Completed","2021 February","Clonmel, Tipperary","12 years and over","%","6.2"
"Primary Course Completed","2021 February","Cashel-Tipperary, Tipperary","5 - 11 years","%",""
"Primary Course Completed","2021 February","Cashel-Tipperary, Tipperary","12 years and over","%","5.7"
"Primary Course Completed","2021 February","Newport, Tipperary","5 - 11 years","%",""
"Primary Course Completed","2021 February","Newport, Tipperary","12 years and over","%","4.1"
"Primary Course Completed","2021 February","Thurles, Tipperary","5 - 11 years","%",""
"Primary Course Completed","2021 February","Thurles, Tipperary","12 years and over","%","4.6"
"Primary Course Completed","2021 February","Cahir, Tipperary","5 - 11 years","%",""
"Primary Course Completed","2021 February","Cahir, Tipperary","12 years and over","%","5.9"
"Primary Course Completed","2021 February","Dungarvan, Waterford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Dungarvan, Waterford","12 years and over","%","5.3"
"Primary Course Completed","2021 February","Portlaw-Kilmacthomas, Waterford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Portlaw-Kilmacthomas, Waterford","12 years and over","%","5.7"
"Primary Course Completed","2021 February","Lismore, Waterford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Lismore, Waterford","12 years and over","%","5.9"
"Primary Course Completed","2021 February","Tramore-Waterford City West, Waterford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Tramore-Waterford City West, Waterford","12 years and over","%","4.5"
"Primary Course Completed","2021 February","Waterford City South, Waterford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Waterford City South, Waterford","12 years and over","%","4.7"
"Primary Course Completed","2021 February","Waterford City East, Waterford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Waterford City East, Waterford","12 years and over","%","8.2"
"Primary Course Completed","2021 February","Athlone, Westmeath","5 - 11 years","%",""
"Primary Course Completed","2021 February","Athlone, Westmeath","12 years and over","%","5.8"
"Primary Course Completed","2021 February","Moate, Westmeath","5 - 11 years","%",""
"Primary Course Completed","2021 February","Moate, Westmeath","12 years and over","%","6.1"
"Primary Course Completed","2021 February","Kinnegad, Westmeath","5 - 11 years","%",""
"Primary Course Completed","2021 February","Kinnegad, Westmeath","12 years and over","%","5.2"
"Primary Course Completed","2021 February","Mullingar, Westmeath","5 - 11 years","%",""
"Primary Course Completed","2021 February","Mullingar, Westmeath","12 years and over","%","5.4"
"Primary Course Completed","2021 February","Gorey, Wexford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Gorey, Wexford","12 years and over","%","3.8"
"Primary Course Completed","2021 February","Kilmuckridge, Wexford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Kilmuckridge, Wexford","12 years and over","%","5.6"
"Primary Course Completed","2021 February","New Ross, Wexford","5 - 11 years","%",""
"Primary Course Completed","2021 February","New Ross, Wexford","12 years and over","%","5"
"Primary Course Completed","2021 February","Rosslare, Wexford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Rosslare, Wexford","12 years and over","%","4.1"
"Primary Course Completed","2021 February","Wexford, Wexford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Wexford, Wexford","12 years and over","%","5.4"
"Primary Course Completed","2021 February","Enniscorthy, Wexford","5 - 11 years","%",""
"Primary Course Completed","2021 February","Enniscorthy, Wexford","12 years and over","%","4.9"
"Primary Course Completed","2021 February","Baltinglass, Wicklow","5 - 11 years","%",""
"Primary Course Completed","2021 February","Baltinglass, Wicklow","12 years and over","%","4.1"
"Primary Course Completed","2021 February","Bray West, Wicklow","5 - 11 years","%",""
